user_id,product_id,interaction_type
151,64,purchase
28,64,view
184,64,view
16,64,click
202,336,click
208,411,view
89,453,view
197,178,view
214,64,wishlist
65,64,view
9,64,purchase
224,193,view
71,428,view
234,366,click
218,336,view
218,400,view
182,64,view
4,228,click
122,11,view
280,228,view
20,228,click
58,70,wishlist
41,64,click
144,453,view
46,32,click
40,441,view
297,32,view
176,173,view
233,221,view
170,54,wishlist
151,32,view
156,13,view
32,336,view
294,64,wishlist
14,32,view
259,64,click
130,64,view
132,64,view
90,273,click
229,411,view
121,453,click
17,32,view
75,189,click
254,281,view
197,64,view
86,64,click
177,64,view
60,64,view
244,32,click
273,64,click
200,453,view
223,64,purchase
230,411,view
272,441,view
273,293,wishlist
222,43,click
140,32,view
51,32,view
237,58,click
100,173,click
93,32,view
5,486,view
51,173,click
180,64,view
99,64,click
30,476,click
112,444,click
62,64,click
193,62,purchase
290,284,view
57,404,view
240,413,view
233,67,view
219,319,click
166,32,click
142,8,view
171,185,view
136,64,view
103,43,view
252,64,view
221,64,click
227,11,view
38,64,click
229,64,view
1,216,click
137,64,view
201,228,view
252,453,view
36,173,view
247,64,view
184,32,view
29,293,wishlist
47,411,purchase
175,64,view
149,428,view
21,456,click
154,404,purchase
184,453,purchase
225,415,view
99,64,wishlist
123,453,view
277,428,view
231,390,view
174,64,click
22,411,view
268,453,click
275,64,view
37,64,view
10,453,purchase
24,32,click
8,64,view
158,128,view
88,438,view
55,64,view
113,64,view
173,312,wishlist
206,32,wishlist
295,400,view
110,407,view
172,64,view
213,64,view
85,54,purchase
21,64,click
193,8,view
250,64,view
46,18,view
146,54,click
244,319,view
139,173,view
90,43,view
93,323,click
46,336,click
179,54,view
99,64,view
49,43,purchase
277,221,view
107,32,view
77,441,wishlist
243,221,view
23,64,view
108,54,view
233,64,click
276,64,click
249,221,view
121,323,view
167,54,click
167,64,view
117,64,click
103,411,view
242,70,view
224,64,purchase
233,64,view
235,323,click
139,64,view
292,64,view
239,453,view
176,64,view
81,479,click
88,228,view
118,64,purchase
251,434,view
243,209,view
220,415,view
168,54,view
77,318,purchase
214,136,view
241,483,view
218,173,view
51,54,view
286,281,click
209,124,view
152,64,wishlist
9,453,view
236,362,click
13,141,view
71,117,view
190,336,click
1,308,view
171,173,view
139,404,click
295,165,click
42,43,view
29,221,purchase
187,341,view
188,453,view
188,64,view
35,400,click
71,463,view
59,428,click
298,386,click
116,32,purchase
258,482,view
33,411,view
257,173,view
273,482,view
150,54,view
34,64,purchase
45,64,purchase
148,496,view
85,32,click
255,64,view
12,32,wishlist
278,182,view
216,54,click
150,64,view
119,438,view
172,54,view
168,453,click
272,235,view
156,228,purchase
157,64,view
248,411,view
25,64,view
86,43,view
275,32,wishlist
79,64,view
163,228,view
190,64,view
18,413,wishlist
76,411,view
84,173,view
13,411,view
75,212,purchase
80,64,click
260,32,click
243,492,wishlist
294,413,click
227,32,view
246,121,view
283,64,view
113,54,view
29,189,view
270,64,purchase
143,64,view
229,482,wishlist
263,411,view
262,467,purchase
185,411,click
219,411,view
146,32,view
229,117,view
228,147,view
227,32,click
218,13,view
45,64,view
269,445,view
193,64,view
140,54,view
291,27,view
96,486,view
252,64,click
300,32,view
238,64,click
79,32,wishlist
242,64,click
148,54,view
126,64,click
253,397,view
186,70,view
133,336,view
62,411,click
9,272,view
30,64,view
70,411,view
185,54,purchase
183,64,view
40,221,click
94,407,view
86,400,purchase
155,32,click
186,64,view
74,64,view
191,349,view
84,64,view
114,270,click
287,43,click
270,78,click
59,54,purchase
60,196,purchase
246,411,click
72,363,purchase
268,63,view
156,64,click
114,64,click
117,32,view
41,54,click
58,64,click
221,64,view
263,70,view
130,64,view
6,27,click
106,70,view
180,64,view
143,498,view
83,345,click
124,221,view
297,63,view
99,23,view
276,64,click
110,357,purchase
244,411,view
226,7,view
182,463,view
264,64,view
161,64,view
70,221,view
148,400,view
168,221,view
234,189,view
228,64,view
220,64,view
244,195,view
7,79,view
54,411,view
44,64,view
53,147,purchase
87,64,wishlist
174,64,click
207,64,click
256,32,click
298,70,click
205,411,click
208,77,view
76,153,view
129,453,view
69,64,click
35,221,view
92,411,click
79,32,click
40,413,view
253,285,view
255,453,view
176,192,view
10,215,view
221,207,view
231,32,view
236,64,view
156,183,view
221,64,click
250,407,view
252,413,click
293,453,view
81,221,view
254,70,view
181,407,view
32,64,view
188,411,click
14,407,click
195,64,view
183,54,view
126,32,click
44,273,view
157,64,view
276,32,view
217,228,purchase
137,64,view
12,257,view
200,32,view
251,64,click
173,221,click
174,64,view
224,64,click
39,152,view
148,32,view
294,411,view
48,323,view
173,32,view
272,453,view
40,62,view
154,54,view
103,54,view
264,54,click
93,350,click
265,295,view
110,413,click
240,32,click
223,73,click
31,173,view
76,64,click
154,272,view
33,293,click
137,380,click
132,441,view
123,64,view
126,225,view
249,400,view
19,64,view
15,32,click
282,64,purchase
249,261,view
43,32,view
33,121,view
187,7,purchase
204,467,click
72,64,view
257,216,view
298,124,purchase
129,221,view
63,58,view
300,415,click
121,395,view
55,64,wishlist
226,411,purchase
29,453,view
58,32,view
127,455,purchase
75,411,click
158,64,wishlist
18,152,click
28,319,click
123,32,view
186,100,click
274,52,purchase
199,64,wishlist
131,32,purchase
121,32,purchase
83,46,click
209,479,view
42,380,purchase
242,415,purchase
171,323,purchase
52,130,click
260,64,view
281,415,view
15,63,click
95,336,click
70,64,view
157,32,view
81,32,click
67,358,click
164,54,purchase
69,32,click
168,436,view
213,411,view
194,95,purchase
115,64,view
286,428,click
46,301,view
87,64,click
134,64,wishlist
88,286,view
270,54,purchase
233,478,view
115,11,view
137,32,view
67,54,view
111,450,view
97,54,view
75,64,wishlist
121,43,purchase
190,70,click
44,64,view
166,419,view
109,11,click
132,64,view
27,32,view
182,365,purchase
24,64,view
196,32,view
190,64,purchase
22,70,view
258,221,view
240,64,view
272,54,view
161,64,view
144,222,purchase
145,100,view
136,221,view
85,32,wishlist
78,400,purchase
226,64,view
118,64,view
84,18,view
254,64,view
288,453,view
76,64,view
146,64,view
261,380,view
300,64,wishlist
3,173,view
214,357,view
256,482,purchase
14,32,wishlist
63,411,view
55,209,view
42,453,click
246,54,wishlist
3,32,view
232,32,click
292,64,purchase
145,32,view
37,400,click
48,411,view
205,64,purchase
84,411,view
79,64,view
222,415,purchase
68,411,view
189,221,view
199,453,view
217,64,view
189,43,view
219,64,view
238,482,click
80,205,view
269,64,view
41,55,view
77,315,click
154,235,view
152,228,view
24,221,view
212,64,click
292,339,view
300,64,view
59,147,view
94,178,view
214,500,view
233,27,view
136,32,purchase
96,64,view
133,84,view
274,64,view
7,64,view
208,465,wishlist
250,32,click
185,319,wishlist
203,80,view
70,64,view
9,404,view
14,64,click
124,54,click
276,64,view
238,64,view
60,64,view
228,294,view
231,70,view
292,427,view
171,64,click
222,22,click
297,189,view
149,64,view
263,70,click
250,64,view
10,54,view
33,32,click
243,64,click
178,54,view
83,32,view
177,54,view
174,218,purchase
240,64,view
200,451,click
185,225,click
83,336,view
45,413,view
103,64,view
213,110,view
121,64,view
10,411,view
82,64,purchase
258,64,view
221,64,view
288,64,view
175,393,click
286,32,view
264,189,view
26,437,view
235,367,click
55,261,click
53,380,view
54,64,view
106,275,view
150,268,click
256,483,view
187,32,view
104,54,view
4,32,click
175,32,view
137,411,click
185,336,view
272,54,view
220,54,view
235,50,view
186,179,view
6,323,view
36,64,view
85,54,view
19,413,click
295,64,click
267,347,view
284,408,click
161,274,view
144,121,click
76,404,view
106,332,click
227,404,purchase
208,58,purchase
44,64,view
65,173,view
110,64,view
267,32,click
12,64,click
133,32,click
217,396,view
31,235,view
260,411,view
64,54,view
3,54,wishlist
298,228,purchase
274,272,view
154,32,click
294,7,click
267,415,view
265,70,click
185,54,view
218,478,view
32,54,view
110,54,view
270,411,view
203,84,view
217,329,click
251,483,view
84,64,view
235,64,click
271,64,view
243,64,view
287,411,wishlist
210,64,view
149,64,view
191,32,view
151,453,click
73,393,view
157,210,view
251,64,view
35,386,view
294,32,view
173,261,view
68,63,view
236,63,click
77,254,view
210,411,purchase
174,173,wishlist
227,415,click
85,268,view
159,400,view
287,64,wishlist
278,228,view
292,173,click
258,57,view
273,64,view
106,32,click
297,54,click
165,411,view
12,32,view
13,282,view
132,64,wishlist
278,64,view
131,153,view
209,482,view
167,64,click
153,411,view
212,280,view
62,64,view
122,221,click
198,497,view
163,453,view
248,64,click
10,32,wishlist
52,32,view
65,32,view
43,78,view
73,411,wishlist
126,173,view
285,54,view
238,133,click
86,64,purchase
247,32,view
195,338,click
109,70,view
24,64,view
36,32,view
63,270,click
144,227,view
259,337,view
176,293,wishlist
232,32,click
165,32,view
169,64,click
2,43,view
5,7,view
251,63,view
40,173,purchase
228,7,view
193,478,view
91,172,click
5,64,view
99,54,view
11,160,click
184,64,click
156,192,view
253,213,view
253,360,click
108,64,wishlist
203,64,view
257,221,view
290,7,click
90,64,view
34,64,purchase
117,350,click
141,64,click
273,43,click
233,64,view
27,381,view
209,32,click
239,221,view
23,25,view
143,271,view
162,64,view
42,207,click
116,233,view
39,474,view
169,32,click
50,64,view
13,70,click
172,152,view
243,64,view
28,128,view
122,179,click
225,407,click
297,64,wishlist
18,411,purchase
34,261,view
227,64,click
222,64,click
287,64,click
206,64,click
120,448,click
6,54,view
220,207,click
174,428,click
14,54,view
99,64,view
35,70,click
294,64,view
182,54,click
228,64,view
23,64,view
224,221,click
184,32,purchase
75,64,view
176,32,wishlist
266,70,click
30,64,click
287,126,view
101,325,click
104,393,view
244,319,wishlist
170,389,view
172,43,view
84,64,purchase
22,221,purchase
115,319,view
110,64,click
170,406,view
205,64,wishlist
186,64,view
285,64,view
100,336,purchase
185,64,view
102,32,view
135,323,view
284,32,view
91,178,purchase
11,270,view
57,32,view
234,64,click
88,197,wishlist
223,227,view
74,5,view
98,64,view
192,32,view
126,145,click
97,381,view
77,32,view
144,158,purchase
300,132,view
42,393,click
34,64,view
261,411,view
92,32,view
248,11,view
138,70,click
299,428,view
104,54,view
112,32,purchase
293,64,click
131,400,view
44,32,view
118,70,view
173,54,view
210,411,view
140,411,view
120,32,view
43,32,view
280,428,click
117,64,view
20,400,view
169,32,click
141,64,click
71,291,click
279,491,view
154,32,view
207,167,click
7,453,view
77,254,view
108,453,view
283,160,click
237,32,view
97,54,purchase
214,64,view
286,64,view
66,32,click
256,312,click
174,64,view
207,63,click
154,32,view
17,138,view
170,228,click
294,52,wishlist
105,155,view
198,64,view
292,76,click
156,64,view
284,64,click
251,64,view
198,32,view
269,64,view
266,64,view
211,411,wishlist
67,173,view
36,411,purchase
106,64,view
222,196,click
82,189,purchase
104,221,click
142,64,wishlist
229,64,view
127,173,purchase
252,453,view
47,32,purchase
234,411,click
153,411,click
90,54,view
222,453,purchase
94,404,view
23,64,purchase
141,5,view
35,404,click
112,344,view
284,64,view
54,221,click
210,54,view
260,64,view
237,411,click
100,411,view
59,268,view
238,453,view
281,62,click
225,64,click
83,64,view
52,64,view
201,64,click
6,482,view
184,64,click
273,64,click
268,293,click
53,411,view
27,189,view
194,153,purchase
192,344,view
9,54,wishlist
173,217,click
33,64,purchase
86,156,view
263,64,view
288,336,click
278,411,view
119,64,view
89,64,click
7,411,view
34,62,view
189,64,purchase
211,32,view
53,11,click
292,64,wishlist
167,248,click
69,32,click
163,24,click
35,32,click
300,54,view
120,221,click
7,64,click
64,32,click
125,43,view
192,221,view
193,64,view
228,415,view
143,32,click
21,173,wishlist
148,222,view
170,32,view
28,131,click
128,278,click
114,189,view
165,64,click
34,359,view
99,64,wishlist
105,64,view
282,270,purchase
121,221,view
240,32,click
126,54,click
156,32,view
104,32,click
41,20,view
194,64,view
259,43,view
80,217,click
11,63,view
43,160,purchase
276,64,click
132,411,view
146,411,click
37,32,click
101,64,view
7,434,click
192,221,purchase
203,226,view
251,32,wishlist
37,411,view
64,411,view
100,63,wishlist
179,221,view
189,404,click
218,415,view
18,218,view
15,404,click
134,189,purchase
76,32,click
83,64,click
197,411,view
42,221,view
217,64,view
155,221,view
196,70,click
46,64,view
177,240,view
108,314,view
158,64,view
252,64,view
214,173,click
221,64,view
69,64,view
57,54,click
96,64,click
99,32,purchase
210,54,purchase
56,159,view
151,64,view
33,32,view
245,453,click
5,64,click
4,413,click
22,64,view
4,411,view
137,2,view
173,189,view
176,169,click
185,413,view
30,457,purchase
52,64,purchase
206,156,purchase
72,64,view
272,32,click
128,411,click
244,221,click
2,471,wishlist
165,64,view
24,421,click
228,64,view
42,411,purchase
244,396,purchase
52,483,view
100,268,purchase
293,393,click
17,64,click
155,486,wishlist
240,64,view
60,453,view
125,64,click
46,64,wishlist
15,64,purchase
197,407,view
132,413,wishlist
64,413,purchase
252,64,click
115,182,click
34,428,view
196,62,click
224,192,view
60,32,view
175,147,purchase
60,228,view
161,68,view
1,32,view
98,358,wishlist
164,107,click
65,173,click
114,64,view
236,32,click
152,209,view
234,64,view
18,189,view
64,32,click
294,453,click
254,32,wishlist
31,21,view
108,489,purchase
116,404,view
92,116,click
154,123,click
82,39,view
173,54,view
179,160,view
271,13,view
100,404,view
50,64,click
298,254,view
156,453,view
71,54,view
75,64,click
101,415,view
295,64,click
76,411,wishlist
87,493,view
243,64,view
264,428,view
77,336,view
18,64,view
155,441,wishlist
193,8,wishlist
46,8,purchase
196,32,click
189,64,view
63,453,click
261,64,view
294,453,click
49,165,view
248,163,click
153,228,view
33,11,purchase
276,64,click
11,411,click
272,453,view
300,173,click
64,281,view
61,64,view
93,64,view
161,64,view
106,62,view
132,346,view
64,221,view
279,64,wishlist
1,32,view
266,360,view
274,54,view
161,173,wishlist
181,189,view
51,413,view
19,64,view
111,337,click
111,70,view
217,64,view
196,428,view
234,64,view
218,151,view
105,64,click
99,11,view
262,189,view
79,32,click
195,64,click
40,32,view
281,411,view
46,411,view
140,64,click
141,64,view
114,411,view
64,64,click
157,70,click
49,173,click
145,400,click
25,64,purchase
200,64,click
273,400,purchase
207,453,view
5,441,click
65,64,view
137,64,click
190,268,view
215,268,view
182,436,view
142,215,view
118,32,purchase
157,411,view
47,293,view
123,313,view
30,64,view
253,192,view
218,482,purchase
70,453,view
273,404,view
98,275,click
218,18,click
126,494,click
271,441,view
230,125,click
269,14,view
188,172,view
27,54,view
192,470,view
128,486,purchase
61,32,view
136,64,click
292,411,purchase
264,288,view
238,15,click
30,411,click
169,32,view
180,137,view
182,64,view
102,64,view
79,54,purchase
4,64,click
116,453,view
187,54,view
138,64,view
225,64,view
223,64,purchase
102,64,view
69,411,click
17,64,view
246,146,wishlist
61,54,view
66,32,click
205,221,purchase
200,64,wishlist
11,64,view
7,153,view
176,54,view
5,54,view
249,64,view
79,13,view
144,407,purchase
127,413,view
243,18,click
258,43,view
77,64,view
20,32,view
75,54,click
47,51,view
269,32,click
119,64,view
32,221,click
156,64,view
180,268,view
25,64,view
165,64,view
52,54,view
252,411,view
50,7,click
67,32,click
186,147,view
191,64,view
300,411,purchase
67,336,click
22,70,purchase
98,64,view
51,64,view
176,32,view
104,173,view
66,64,view
130,45,click
287,193,purchase
230,336,view
224,64,view
258,285,view
141,404,view
24,176,view
98,147,view
273,359,wishlist
85,54,view
288,349,view
140,64,view
293,64,click
263,54,click
269,32,purchase
152,268,view
88,64,view
150,64,view
143,364,view
27,428,view
108,173,view
178,293,wishlist
167,64,click
282,32,view
151,32,view
6,130,view
144,64,wishlist
276,62,purchase
299,64,click
196,287,view
283,64,view
167,32,view
203,64,view
223,411,purchase
48,221,view
91,64,view
93,428,view
84,183,click
97,64,view
126,54,click
207,64,view
7,189,view
11,64,view
23,64,click
138,64,click
7,285,view
55,173,click
44,64,view
289,15,click
158,32,view
29,400,view
279,64,click
53,400,view
213,64,purchase
13,64,view
181,62,view
197,441,click
58,221,wishlist
115,64,wishlist
183,64,view
185,150,purchase
23,189,view
272,32,view
218,64,click
155,336,view
54,32,view
189,216,click
40,479,purchase
77,8,view
76,411,click
245,240,view
219,146,view
47,32,view
198,411,view
247,319,view
171,64,purchase
126,411,view
276,173,view
118,411,view
216,173,click
113,18,view
2,64,purchase
186,400,wishlist
57,64,view
72,32,view
283,382,purchase
125,64,view
71,64,click
74,411,view
218,411,click
298,64,click
81,64,view
41,32,view
214,64,view
72,222,click
154,453,click
228,261,click
147,64,view
17,189,view
83,64,click
233,400,click
293,221,click
217,182,view
48,173,wishlist
65,147,view
29,64,view
287,189,view
240,453,click
208,478,view
191,428,view
56,64,view
172,64,view
278,64,view
6,27,view
283,64,purchase
124,32,wishlist
290,64,wishlist
248,64,view
159,64,view
145,230,view
162,281,click
67,18,view
209,223,view
258,406,view
196,453,purchase
20,32,view
238,64,click
119,37,click
73,153,view
257,221,click
268,485,view
68,32,view
221,64,click
199,64,wishlist
39,88,view
255,64,view
159,400,wishlist
45,221,view
87,154,view
144,228,view
37,64,click
133,471,wishlist
227,428,view
64,247,view
187,126,view
67,54,view
161,411,click
260,54,purchase
22,336,click
126,404,view
80,334,view
82,228,purchase
115,411,view
48,411,view
274,121,view
44,64,view
204,153,view
169,64,view
249,64,click
59,32,view
80,155,view
110,32,view
195,64,click
221,199,view
109,159,wishlist
217,32,click
43,64,view
42,32,click
215,173,click
133,64,view
220,32,click
85,64,purchase
247,453,click
83,430,view
293,411,view
102,64,click
75,32,wishlist
163,64,purchase
76,221,view
209,32,click
231,467,purchase
231,293,view
19,64,wishlist
216,404,click
194,64,view
98,382,view
8,411,view
155,223,view
64,404,click
234,54,view
278,54,wishlist
172,64,view
220,411,view
84,400,view
224,293,click
51,170,click
54,64,view
211,64,click
279,64,view
298,80,click
216,64,click
283,411,view
241,444,view
238,54,click
203,64,view
115,221,view
136,32,purchase
213,7,view
213,64,view
192,152,view
163,32,wishlist
221,32,wishlist
99,43,view
27,278,view
66,378,view
89,411,view
82,54,view
65,221,click
201,178,click
134,209,view
166,64,view
224,64,click
79,64,click
41,228,view
67,449,click
184,64,click
114,32,view
126,156,click
194,107,click
141,64,view
12,293,view
53,64,purchase
63,64,view
93,64,view
186,491,view
52,221,view
38,453,click
108,441,view
161,293,view
83,64,view
92,62,click
17,64,view
178,453,click
280,64,view
131,437,view
16,173,view
79,64,view
112,64,view
43,13,purchase
138,32,view
48,411,view
151,453,click
224,221,view
99,32,view
144,29,view
160,64,view
250,54,view
140,363,click
197,54,view
192,269,click
231,64,view
262,32,view
272,411,view
93,192,view
96,411,view
191,411,click
63,64,click
169,64,view
165,17,view
198,32,view
112,64,view
39,228,click
223,32,view
101,64,view
24,16,view
64,54,click
197,64,view
10,428,purchase
3,89,view
207,64,view
271,64,click
36,453,click
213,156,view
178,411,view
161,221,view
153,404,view
63,178,purchase
53,64,view
6,64,wishlist
224,64,view
189,363,view
3,154,purchase
133,25,view
25,286,view
169,441,click
195,32,view
71,70,view
164,434,click
212,293,click
268,173,view
251,141,view
248,64,view
152,268,view
125,62,click
106,319,view
254,64,view
111,453,view
250,64,view
271,221,view
160,268,click
259,64,view
187,411,view
263,64,view
36,32,view
158,244,view
53,64,purchase
57,64,purchase
96,32,view
272,54,view
282,64,view
78,411,view
171,64,view
51,64,view
217,64,view
91,70,view
253,221,view
26,428,wishlist
113,64,purchase
295,32,view
52,32,purchase
208,411,view
138,221,view
105,411,view
148,483,view
258,219,click
157,389,click
88,32,view
96,32,view
7,413,view
11,64,view
40,64,click
5,70,wishlist
299,64,purchase
242,64,click
291,482,view
117,173,view
76,58,view
172,54,click
280,32,view
187,453,click
155,268,purchase
248,64,click
11,64,view
113,62,view
255,64,view
221,411,click
100,357,view
56,430,purchase
279,307,view
270,64,purchase
179,341,view
214,426,view
98,64,view
176,164,view
233,228,click
178,32,wishlist
256,364,view
77,173,view
286,413,view
148,64,view
233,64,view
64,64,view
221,411,click
26,32,view
146,393,view
288,64,view
139,64,click
222,70,view
113,64,purchase
128,312,click
217,411,purchase
134,461,view
89,228,click
166,80,view
103,32,view
103,32,view
291,480,view
94,411,purchase
224,64,view
161,221,click
184,453,view
216,86,view
287,64,click
46,27,click
155,256,view
192,64,view
290,30,view
202,64,click
237,406,purchase
236,172,view
139,427,click
171,70,click
290,453,view
32,64,view
262,147,view
105,221,view
254,64,purchase
80,32,view
4,80,click
103,64,view
62,173,view
54,453,click
228,411,purchase
154,411,wishlist
121,235,view
225,282,click
222,64,view
73,196,click
88,221,click
103,453,view
52,111,view
141,411,click
55,453,click
76,64,view
289,411,view
18,428,purchase
228,64,purchase
72,453,click
142,64,view
257,345,view
179,214,view
263,64,click
181,62,view
236,11,click
143,393,click
202,64,click
248,411,view
93,228,purchase
270,32,click
298,411,click
207,64,view
82,64,click
256,154,view
119,463,click
122,64,purchase
197,27,view
33,64,view
20,358,view
192,189,click
90,32,click
194,64,click
285,64,view
225,482,view
83,54,view
99,64,view
50,64,click
3,411,view
280,448,view
271,221,click
293,478,view
183,43,view
71,278,view
193,117,view
66,261,view
61,221,view
277,32,view
149,138,view
184,64,purchase
148,64,view
266,182,view
205,43,view
57,70,purchase
135,62,view
216,32,view
31,64,view
169,234,click
32,64,view
289,14,click
19,32,view
214,189,click
42,332,view
67,32,view
19,221,view
180,54,view
117,64,view
101,173,purchase
10,400,view
194,404,view
219,400,view
61,57,wishlist
189,411,view
30,64,view
6,64,click
275,228,wishlist
8,408,view
30,64,view
93,32,view
126,414,view
204,453,view
40,64,purchase
106,221,click
183,269,purchase
228,11,purchase
283,32,click
270,280,view
278,221,view
211,18,click
144,64,purchase
267,64,click
108,64,click
73,64,view
226,428,view
59,64,click
139,32,view
44,64,purchase
197,221,purchase
197,54,view
195,64,view
27,413,view
179,327,purchase
173,67,purchase
111,27,view
223,254,click
30,406,view
148,126,purchase
238,54,click
266,32,wishlist
240,41,purchase
68,219,view
141,64,view
278,32,view
20,43,view
129,261,click
7,64,view
165,438,click
228,453,view
239,64,view
285,64,view
41,32,click
161,104,view
133,407,view
254,64,click
76,84,click
120,64,view
260,308,view
22,400,view
133,457,view
181,173,view
121,411,view
228,64,view
105,32,view
213,64,view
145,64,view
185,32,view
192,453,wishlist
16,64,view
77,418,view
109,192,view
261,261,click
111,411,view
77,411,wishlist
41,36,wishlist
115,228,wishlist
281,483,view
63,358,view
27,189,click
267,54,view
295,32,view
125,436,wishlist
119,54,click
60,319,view
210,411,view
259,64,view
248,189,view
215,64,click
65,299,view
209,7,click
134,225,view
61,64,view
76,228,click
102,112,purchase
8,64,view
284,268,view
52,64,view
221,64,view
38,64,purchase
199,14,view
206,404,view
151,64,purchase
173,70,click
24,64,purchase
230,275,click
224,32,view
69,483,click
261,64,purchase
190,7,view
165,54,view
144,95,view
153,221,view
266,57,view
219,32,view
92,9,view
108,54,view
161,64,view
61,32,view
115,183,view
133,459,click
119,413,view
106,400,view
87,64,purchase
277,173,view
251,486,view
105,32,purchase
219,483,view
233,32,view
62,54,view
135,64,view
143,483,view
182,284,click
114,13,view
260,32,view
263,7,view
162,15,view
52,49,click
163,64,view
19,34,click
126,64,view
113,7,view
78,453,view
255,32,view
46,405,purchase
110,64,view
286,43,click
20,54,view
195,336,view
179,453,click
93,30,click
150,7,view
201,189,view
152,64,view
